IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.242.79.71,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.174.118,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.156.6,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.90.180,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.42.219,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.67.133,2086,2086,false,SIN,Asia Pacific,Singapore,39,0.00
8.218.48.92,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.139.85,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.36.78,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.159.146,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.117.198,2086,2086,false,SIN,Asia Pacific,Singapore,39,0.00
8.210.9.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.239.116,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.155.238,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.159.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.65.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.250.222,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.146.204,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.86.79,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.97.90,2095,2095,false,SIN,Asia Pacific,Singapore,39,0.00
47.243.203.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.105.120,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.144.196,2086,2086,false,SIN,Asia Pacific,Singapore,39,0.00
8.218.222.36,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.21.65,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.157.96,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.220.88,8880,8880,false,SIN,Asia Pacific,Singapore,39,0.00
8.210.203.7,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.100.23,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.165.25,2082,2082,false,SIN,Asia Pacific,Singapore,39,0.00
47.243.107.148,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.222.150.197,2082,2082,false,SIN,Asia Pacific,Singapore,39,0.00
8.219.93.5,2082,2082,false,SIN,Asia Pacific,Singapore,39,0.00
8.210.34.188,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.91.121,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.39.96,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.168.17,2095,2095,false,SIN,Asia Pacific,Singapore,39,0.00
8.218.211.17,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.119.11,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.205.188,2095,2095,false,SIN,Asia Pacific,Singapore,39,0.00
47.236.150.13,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
8.217.207.60,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.171.94,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.202.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.59.216,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.158.158,8880,8880,false,SIN,Asia Pacific,Singapore,39,0.00
8.210.192.93,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.114.201,2095,2095,false,SIN,Asia Pacific,Singapore,39,0.00
47.76.204.76,8443,8443,true,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.59.216,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.173.187,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.203.7,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.65.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.180.24,2052,2052,false,SIN,Asia Pacific,Singapore,39,0.00
8.222.191.138,8080,8080,false,SIN,Asia Pacific,Singapore,39,0.00
8.217.159.210,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.222.181.117,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
47.242.155.183,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.100.23,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.176.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.146.204,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.169.141,8080,8080,false,SIN,Asia Pacific,Singapore,39,0.00
47.238.6.102,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.32.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.183.127,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.198.34,8880,8880,false,SIN,Asia Pacific,Singapore,39,0.00
8.219.83.71,2086,2086,false,SIN,Asia Pacific,Singapore,39,0.00
8.218.65.237,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.159.210,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.251.62,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.245.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.222.187.4,2095,2095,false,SIN,Asia Pacific,Singapore,40,0.00
47.242.252.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.144.48,8880,8880,false,SIN,Asia Pacific,Singapore,40,0.00
8.218.181.189,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.174.27,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.207.60,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.139.85,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.33.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.132.81,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.48.92,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.77.103,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.107.148,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.173.187,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.219.209.14,80,80,false,SIN,Asia Pacific,Singapore,40,0.00
47.242.176.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.203.119,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.176.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.49.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.159.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.100.23,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.9.129,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.48.107,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.36.78,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.52.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.36.78,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.222.181.117,2086,2086,false,SIN,Asia Pacific,Singapore,40,0.00
8.217.149.28,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.159.210,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.59.216,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.171.205,2086,2086,false,SIN,Asia Pacific,Singapore,40,0.00
8.218.2.181,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.101.157,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.34.188,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.101.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.142.253,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.164.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.136.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.174.156,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.245.224,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.156.6,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.149.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.174.27,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.49.34,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.37.57,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.250.5,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.155.238,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.146.108,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.222.146.222,8880,8880,false,SIN,Asia Pacific,Singapore,40,0.00
8.210.3.24,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.238.6.102,8443,8443,true,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.250.5,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.149.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.66.190,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.42.219,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.243.95,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.193.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.219.83.71,2082,2082,false,SIN,Asia Pacific,Singapore,40,0.00
47.243.183.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.126.53,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.164.10,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.159.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.37.57,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.48.107,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.212.41.98,8080,8080,false,SJC,North America,San Jose,40,0.00
47.76.77.103,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.167.231,2082,2082,false,SIN,Asia Pacific,Singapore,40,0.00
8.219.78.188,8080,8080,false,SIN,Asia Pacific,Singapore,40,0.00
47.236.166.131,2082,2082,false,SIN,Asia Pacific,Singapore,40,0.00
47.242.79.71,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.221.165,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.142.253,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.39.96,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.145.40,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.173.187,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.207.60,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.174.118,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.121.207,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.219.200.145,2082,2082,false,SIN,Asia Pacific,Singapore,41,0.00
47.76.146.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.206.150,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.250.222,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.204.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.8.142,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.238.6.102,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.178.146,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.39.96,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.159.146,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.171.94,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.146.1,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.121.23,80,80,false,SIN,Asia Pacific,Singapore,41,0.00
8.218.18.132,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.117.48,2095,2095,false,SIN,Asia Pacific,Singapore,41,0.00
8.217.232.246,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.91.58,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.207.214,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.93.176,2086,2086,false,SIN,Asia Pacific,Singapore,41,0.00
47.242.17.250,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.54.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.49.34,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.155.238,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.174.156,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.149.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.17.250,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.2.181,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.175.109,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.9.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.79.71,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.32.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.222.222.64,2086,2086,false,SIN,Asia Pacific,Singapore,41,0.00
8.217.250.5,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.219.237.250,8880,8880,false,SIN,Asia Pacific,Singapore,41,0.00
47.76.178.146,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.33.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.245.224,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.174.156,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.54.157,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.107.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.102.102,2052,2052,false,SIN,Asia Pacific,Singapore,41,0.00
8.219.4.122,2086,2086,false,SIN,Asia Pacific,Singapore,41,0.00
8.218.74.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.52.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.144.156,8080,8080,false,SIN,Asia Pacific,Singapore,41,0.00
8.217.85.14,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.60.150,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.121.207,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.126.53,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.238.6.102,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.100.23,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.37.57,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.176.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.9.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.67.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.139.85,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.219.0.162,8880,8880,false,SIN,Asia Pacific,Singapore,41,0.00
8.217.49.34,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.21.65,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.243.95,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.238.40.58,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.3.24,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.202.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.238.40.58,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.143.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.171.94,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.53.110,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.203.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.9.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.192.93,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.142.253,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.174.156,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.80.110,8880,8880,false,SIN,Asia Pacific,Singapore,41,0.00
47.243.203.119,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.248.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.238.40.58,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.149.28,2083,2083,true,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.183.66,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.207.214,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.155.183,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.76.159.146,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.55.134,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.21.65,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.169.63,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.207.214,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.65.237,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.222.184.198,2086,2086,false,SIN,Asia Pacific,Singapore,42,0.00
8.219.194.170,8080,8080,false,SIN,Asia Pacific,Singapore,42,0.00
47.243.90.180,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.107.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.220.88,2052,2052,false,SIN,Asia Pacific,Singapore,42,0.00
47.236.10.100,80,80,false,SIN,Asia Pacific,Singapore,42,0.00
8.218.142.253,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.146.204,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.245.224,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.17.250,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.11.90,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.39.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.156.6,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.11.90,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.192.93,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.104.37,2082,2082,false,SIN,Asia Pacific,Singapore,42,0.00
47.242.232.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.122.55,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.142.253,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.49.34,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.245.224,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.76.49.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.204.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.236.189.92,2082,2082,false,SIN,Asia Pacific,Singapore,42,0.00
8.210.174.156,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.236.169.141,80,80,false,SIN,Asia Pacific,Singapore,42,0.00
8.218.18.235,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.251.62,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.238.40.58,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.27.217,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.48.92,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.222.167.147,2095,2095,false,SIN,Asia Pacific,Singapore,42,0.00
8.218.136.25,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.155.238,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.132.64,2082,2082,false,SIN,Asia Pacific,Singapore,42,0.00
47.243.139.85,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.91.58,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.65.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.203.7,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.36.78,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.236.130.95,2052,2052,false,SIN,Asia Pacific,Singapore,42,0.00
47.76.32.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.176.237,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.207.169,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.74.119,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.2.181,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.126.53,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.250.222,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.203.7,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.3.12,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.207.169,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.100.23,2087,2087,true,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.143.10,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.238.40.58,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.53.110,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.11.90,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.5.154,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.74.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.221.165,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.59.216,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.232.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.76.159.146,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.221.165,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.236.9.152,2052,2052,false,SIN,Asia Pacific,Singapore,42,0.00
47.76.37.57,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.86.79,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.107.148,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.251.62,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.181.189,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.219.117.198,2096,2096,true,SIN,Asia Pacific,Singapore,43,0.00
47.238.40.58,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.238.6.102,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.243.67.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.243.5.154,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.221.165,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.243.183.127,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.236.104.11,8880,8880,false,SIN,Asia Pacific,Singapore,43,0.00
47.76.80.72,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.243.132.81,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.49.34,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.236.169.141,2095,2095,false,SIN,Asia Pacific,Singapore,43,0.00
47.242.202.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.242.202.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.22.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.219.198.34,8080,8080,false,SIN,Asia Pacific,Singapore,43,0.00
47.242.79.71,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.210.119.11,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.242.155.183,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.232.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.222.244.192,2095,2095,false,SIN,Asia Pacific,Singapore,43,0.00
8.210.174.156,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.142.253,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.210.175.109,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.146.204,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.236.172.71,2052,2052,false,SIN,Asia Pacific,Singapore,43,0.00
47.76.37.57,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.76.77.103,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.243.169.63,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.243.74.220,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.243.27.217,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.181.189,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.243.139.243,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.210.192.93,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.49.34,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.243.139.243,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.219.1.92,80,80,false,SIN,Asia Pacific,Singapore,43,0.00
47.243.86.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.232.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.242.79.71,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.126.53,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.250.5,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.18.235,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,0.00
